Assigned Appeal Description,Assigned Appeal ID,Assigned Appeal Response,Age,Constituent ID,Lifetime Giving
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,42,1266514,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,41,1275859,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,52,1020256,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,42,1263643,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,42,1264414,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,43,1253593,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,42,1254838,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,43,1255510,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,42,1257127,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,44,1258093,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,42,1260571,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,41,1261864,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,42,1262257,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,42,1262512,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,42,1262614,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,43,1247596,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,42,1247665,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,45,1234510,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,42,1223953,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,43,1246318,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,43,1234006,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,43,1235467,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,44,1226239,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,44,1229572,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,44,1231213,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,44,1231852,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,43,1232731,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,50,1187348,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,47,1188818,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,47,1189896,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,46,1189902,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,45,1233325,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,47,1181668,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,47,1183204,$5.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,48,1183585,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,41,1275112,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,51,1078078,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,47,1178320,$285.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,41,1274695,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,49,1138156,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,49,1152991,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,49,1167871,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,49,1167991,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,48,1168831,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,50,1169296,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,49,1169668,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,68,991004719,$50.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,65,991004738,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,54,901272004,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,60,991004515,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,54,901270879,$25.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,54,901271122,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,90,991006540,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,81,991006980,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,77,991007202,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,75,991007369,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,85,991008133,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,89,991008538,$300.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,75,991008693,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,50,1132906,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,49,1179748,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,71,991004403,$100.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,70,991004407,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,48,000000011,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,48,1113088,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,49,1127236,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,49,1131859,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,50,1139599,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,49,1140163,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,74,991004356,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,50,1074598,$90.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,51,1092946,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,51,1154680,$150.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,51,1061998,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,54,901270699,$285.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,53,901270849,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,80,991015321,"$4,405.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,60,1107886,"$1,815.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,60,1107886,"$1,815.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,53,901271578,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,54,901270477,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,52,901272436,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,53,901272670,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,54,901272487,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,52,1043143,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,52,1040797,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,51,1029607,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,53,901272286,$150.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,52,901271716,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,52,1037833,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,51,1018630,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,52,901271245,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,41,1272556,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,41,1274476,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,75,991005873,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,86,991013350,$10.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,72,991014259,$20.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,87,991015097,"$5,715.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,46,1224880,$25.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,46,1221961,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,45,1215688,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,45,1216894,$50.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,45,1217041,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,45,1217329,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,44,1214563,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,45,1213741,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,45,1214008,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,45,1214053,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,70,999910302,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,,999910432,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,79,999932907,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,,999910652,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,44,1186567,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,49,1190830,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,46,1197193,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,46,1197991,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,47,1190345,"$2,955.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,46,1190570,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,46,1190622,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,47,1190636,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,46,1190708,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,47,1190727,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,48,1190787,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,45,1200973,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,46,1201573,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,46,1201873,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,46,1202206,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,46,1202464,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,45,1202860,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,46,1200184,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,45,1200190,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,46,1200268,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,46,1200622,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,46,1200625,$25.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,46,1206373,$5.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,48,1197754,$10.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,50,1078627,$451.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,50,1060120,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,51,1092004,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,50,1092640,$25.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,50,1168096,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,49,1186012,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,49,1121524,$25.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,81,991011566,$765.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,77,991012563,$10.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,93,991012771,"$3,218.33 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,92,991012772,$205.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,81,991012773,"$19,616.34 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,90,991012894,"$1,950.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,52,1048177,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,51,1042066,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,52,1001245,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,52,1029769,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,52,1055989,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,53,901272643,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,76,1182100,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,52,1056202,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,53,901271065,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,53,901271086,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,52,901271200,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,57,901272157,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,62,991005356,$90.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,70,991005229,$20.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,55,991005267,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,66,991005554,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,61,991005563,$568.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,68,991005567,$10.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,68,991005597,"$1,005.00 "
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,61,991004759,$0.00 
The Athletics Giving Week Results Are In! 20250430,BBOX58532473,Received,52,901271839,$0.00 
